Programming,Data Analysis,Machine Learning,Artificial Intelligence,Database Management,Software Development,Cybersecurity,Cloud Computing,Networking,Web Development,JavaScript,Python,Java,C++,SQL,HTML/CSS,APIs,Version Control,Agile Methodologies,DevOps,Data Visualization,Big Data,Linux,Windows,Project Management,Systems Design,Embedded Systems,Algorithms,Data Structures,Mobile Development,UX/UI Design,Testing/QA,Blockchain,IT Support,Business Analysis,Game Development,Cloud Services,Software Architecture,Scripting,Technical Documentation,Ethical Hacking,IoT,Virtual Reality,Augmented Reality,System Administration,Business Intelligence,Quantitative Analysis,Data Engineering,Computer Vision,Natural Language Processing,Robotics,Information Retrieval,Software Engineering,Network Security,Computer Graphics,Embedded Programming,Data Warehousing,Information Systems,Technical Support,Product Management,Research & Development,Digital Marketing,Algorithm Design,Application Development,Infrastructure Management,Enterprise Solutions,Shell Scripting,Penetration Testing,Cryptography,Load Balancing,Cloud Security,"Containerization (Docker, Kubernetes)",CI/CD Pipelines,API Development,Cross-Platform Development,Microservices,Distributed Systems,Edge Computing,Network Architecture,Network Protocols,Operating Systems,Parallel Computing,Quantum Computing,Real-Time Systems,Systems Integration,Virtualization,Data Governance,Data Mining,Data Privacy,Data Science,"Data Visualization Tools (Tableau, PowerBI)",Data Wrangling,Database Design,ETL Processes,Machine Learning Engineering,Model Deployment,Model Evaluation,Neural Networks,Predictive Analytics,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Data Quality Assurance,Deep Learning,Bioinformatics,Cheminformatics,Computational Biology,Geographical Information Systems (GIS),Human-Computer Interaction,Information Security,Software Configuration Management,Supply Chain Management,Telecommunications,Technical Writing,User Research,User Testing,Career,EncodeCareer
1,9,4,1,9,4,4,4,3,2,4,5,3,3,4,2,9,5,1,5,3,5,4,2,7,9,2,4,1,1,3,5,5,2,10,3,3,2,3,9,2,1,1,3,1,3,3,3,3,1,2,4,2,5,1,1,1,9,5,4,2,2,3,5,5,2,4,1,3,3,4,5,1,1,1,1,5,5,1,1,4,1,5,1,1,4,2,5,1,3,2,4,2,2,5,2,2,3,2,4,5,4,2,1,5,4,4,2,5,1,3,5,5,2,3,2,Systems Analyst,87
2,1,1,3,1,9,3,2,4,1,5,4,2,3,2,5,5,3,8,3,5,2,5,5,7,7,1,5,5,4,2,5,3,3,8,2,1,1,3,8,4,5,2,3,1,4,2,4,4,4,3,4,5,3,2,2,1,2,3,5,2,3,5,3,3,1,2,3,5,1,1,2,4,2,2,3,5,1,5,4,1,1,2,3,4,5,3,5,3,4,3,1,4,5,2,3,4,4,5,3,2,4,4,1,5,4,1,4,4,3,5,5,5,4,4,5,IT Project Manager,53
4,2,4,3,1,5,5,7,7,4,5,2,1,5,5,1,1,1,4,9,5,1,3,1,2,3,3,1,1,2,4,2,2,3,1,1,10,5,5,4,5,5,5,1,4,5,4,3,5,3,5,3,1,2,5,5,3,2,3,2,2,3,4,1,10,1,5,3,2,2,7,7,1,2,5,3,2,2,3,4,3,5,2,2,4,10,2,3,4,5,2,4,2,1,3,1,5,2,2,3,3,4,2,1,4,1,5,1,3,3,1,5,5,2,1,5,Cloud Architect,14
8,1,5,5,5,1,3,5,5,4,3,1,1,5,5,2,9,4,4,4,1,5,3,3,1,2,1,2,4,1,4,7,7,4,4,5,4,4,5,1,2,2,2,1,2,3,1,4,3,5,5,3,4,3,2,2,2,1,4,2,5,2,5,4,2,2,2,3,10,2,3,4,2,4,1,2,7,1,1,4,4,4,4,1,1,4,5,3,1,1,4,2,2,5,4,2,2,5,3,4,2,5,4,1,1,3,4,3,5,3,2,5,1,4,2,3,Blockchain Developer,10
7,5,4,3,2,5,1,1,2,3,3,1,3,4,2,2,5,5,2,4,3,1,3,4,3,3,3,10,5,2,7,9,5,3,2,7,2,4,3,2,3,3,7,2,1,4,2,2,3,1,1,2,4,5,7,1,1,1,3,5,2,2,2,3,3,5,5,2,2,2,5,1,1,4,2,3,5,5,5,3,2,2,2,2,4,4,4,4,5,2,1,2,5,4,1,2,1,4,1,5,1,3,3,2,4,2,2,1,1,3,5,5,2,4,2,4,Virtual Reality Architect,97
8,2,1,1,4,4,5,4,1,5,2,3,2,3,10,4,3,5,5,3,5,10,2,4,5,3,4,1,1,3,2,5,2,1,1,3,1,1,2,1,4,3,4,3,3,5,5,7,3,4,4,1,4,4,5,5,8,3,4,3,1,5,4,2,3,5,2,4,1,5,1,5,5,4,2,2,3,3,4,5,1,2,2,5,1,1,2,2,2,4,1,5,5,7,3,4,4,1,5,4,5,5,3,4,2,5,2,2,3,4,5,3,3,2,3,4,Big Data Engineer,8
9,4,5,1,7,2,1,1,1,3,1,1,1,3,4,5,8,1,3,5,3,3,2,1,3,4,3,1,1,4,3,2,10,4,3,5,1,1,5,4,3,4,3,5,2,5,1,3,2,3,3,4,3,2,2,5,5,1,1,5,4,1,5,4,3,3,4,3,7,4,4,4,4,1,1,2,5,2,5,3,5,4,4,1,4,4,5,1,4,4,3,4,1,5,1,2,2,2,2,3,2,1,4,5,2,2,4,5,5,1,2,3,1,2,2,3,Fintech Developer,41
10,2,2,5,5,5,3,8,9,2,3,1,4,2,2,2,3,3,1,3,2,3,5,2,3,10,3,5,4,1,4,1,3,4,4,5,5,5,4,5,3,3,1,2,5,5,4,3,5,5,2,3,4,10,3,4,3,5,1,1,5,1,1,5,4,5,1,3,5,4,3,2,2,2,1,2,2,5,2,9,2,5,5,3,3,3,4,4,1,5,3,2,5,2,2,4,4,3,2,4,3,5,1,4,2,5,5,5,2,4,5,2,7,2,4,3,Telecommunications Engineer,93
2,3,4,5,1,5,2,8,10,2,1,5,4,5,1,5,2,5,4,8,3,5,4,2,8,3,3,4,1,1,5,4,1,5,2,4,8,4,1,10,1,5,1,5,5,5,4,4,5,3,1,4,3,1,5,4,5,2,2,5,4,1,5,2,10,2,2,1,2,4,7,3,4,1,4,4,1,1,5,4,4,3,3,1,4,1,2,4,2,5,4,2,2,1,2,4,4,4,1,1,3,2,3,2,3,1,3,4,1,1,5,4,2,5,3,1,Cloud Solutions Consultant,17
8,9,3,5,4,3,4,4,1,2,5,1,3,4,2,3,1,4,4,1,5,5,7,3,1,7,2,10,4,3,3,4,4,5,3,4,4,2,4,1,4,1,4,1,1,5,5,1,5,5,1,3,1,2,5,5,3,3,1,2,4,3,2,2,1,2,3,3,5,1,1,1,5,1,4,3,3,2,1,1,2,7,2,2,3,1,4,4,5,5,1,2,3,3,1,5,4,5,3,5,4,2,1,5,5,2,1,1,1,2,2,5,5,3,4,2,High-Performance Computing (HPC) Engineer,48
5,2,1,2,5,1,1,5,4,8,8,4,4,1,2,9,10,10,2,3,1,4,2,4,5,5,3,3,3,4,5,10,2,4,1,5,1,1,3,3,4,3,1,3,1,1,5,5,2,5,4,2,1,3,4,4,4,5,5,1,5,1,5,3,4,5,5,4,4,2,5,1,1,3,1,3,5,3,1,4,4,3,5,1,3,4,3,3,4,4,2,5,2,2,2,5,1,4,4,1,4,1,3,3,3,3,2,2,3,2,2,1,1,5,1,4,Web Developer,99
8,1,2,1,2,1,4,4,2,4,5,4,3,2,3,1,9,1,1,2,1,4,4,5,4,2,3,4,4,3,1,7,10,1,2,3,3,2,2,4,1,5,5,4,2,5,3,4,5,2,1,2,4,4,1,5,3,3,1,4,4,4,1,3,3,5,2,3,9,4,1,5,3,4,1,3,8,2,5,5,1,5,4,5,1,1,4,5,3,3,2,4,4,1,2,4,3,1,5,3,2,5,4,1,1,5,2,2,4,2,5,2,1,2,1,1,Blockchain Developer,10
5,3,2,1,4,4,5,7,7,3,1,4,4,3,2,4,3,2,4,2,3,4,7,4,2,5,3,1,3,1,3,5,1,1,2,2,2,2,1,4,2,1,4,3,4,1,2,1,2,4,4,3,3,8,2,4,2,2,3,4,1,5,1,4,4,3,4,1,5,5,5,5,2,4,4,4,2,2,8,8,3,5,2,5,3,4,5,5,3,5,2,4,4,4,1,3,3,5,2,2,2,3,2,3,5,3,1,1,2,4,5,1,5,3,1,1,Wireless Network Engineer,101
7,2,1,1,10,10,2,1,4,4,1,4,5,2,3,5,8,5,1,1,2,1,1,4,5,3,1,3,4,8,2,8,4,4,5,2,3,1,1,5,5,4,4,1,2,1,1,2,3,2,3,3,5,2,1,3,3,4,5,2,3,1,2,10,2,2,2,4,4,2,5,3,3,4,1,5,4,3,5,3,4,5,2,2,2,2,3,5,1,4,5,2,4,5,2,5,1,4,3,3,2,4,1,5,1,5,4,1,5,4,2,2,5,2,2,2,Applications Developer,4
2,3,5,3,3,3,9,1,3,3,2,4,1,3,3,1,3,2,4,1,1,5,5,2,5,3,4,1,5,5,5,2,3,3,2,4,1,1,2,10,4,2,4,3,5,5,5,3,3,3,5,4,4,8,1,4,4,4,5,3,5,4,4,5,5,3,2,10,8,3,1,4,5,2,5,1,2,3,1,4,2,5,1,3,2,5,2,4,5,5,1,2,2,4,2,3,5,4,4,5,3,4,5,1,2,3,2,1,5,9,2,3,1,5,1,4,Digital Forensics Analyst,34
10,5,8,1,1,5,1,2,5,2,3,4,3,10,3,2,3,1,4,1,2,3,4,5,3,3,7,10,2,1,2,5,3,4,4,4,4,5,5,2,4,3,4,5,2,4,5,1,5,4,9,1,5,3,1,5,3,1,3,5,4,1,2,5,1,4,1,4,5,5,3,3,5,4,2,2,3,5,2,3,2,3,3,1,3,4,3,4,2,3,3,1,1,3,2,4,1,1,5,5,5,5,2,1,2,3,2,1,1,2,4,3,3,1,1,5,Robotics Engineer,75
5,5,2,3,3,5,8,4,5,1,3,5,3,5,4,5,3,4,3,5,3,4,1,3,5,4,3,2,3,1,4,5,2,2,1,5,4,2,3,9,1,5,1,2,5,3,4,2,3,1,1,1,3,3,5,3,4,8,4,1,3,5,5,3,3,4,4,1,2,1,2,3,2,2,3,3,4,1,3,4,1,4,3,2,5,2,10,5,8,2,3,5,2,5,3,5,3,5,3,1,5,1,3,5,3,2,1,1,2,2,4,5,4,3,3,3,Data Privacy Officer,26
2,5,3,4,4,2,8,8,5,4,5,5,1,3,4,4,5,4,2,2,1,1,1,3,3,1,5,5,2,4,2,4,4,3,3,2,3,5,1,3,5,1,1,3,2,2,4,1,4,2,4,2,2,10,1,2,4,5,5,3,4,1,2,2,4,3,5,7,10,4,8,4,5,5,4,4,2,5,2,2,4,4,1,3,2,4,2,4,2,2,3,4,3,5,2,1,5,1,1,3,1,3,3,4,2,5,2,3,3,4,1,2,4,4,3,5,Cloud Security Engineer,16
4,1,1,1,3,1,5,10,9,5,3,3,2,3,2,3,7,3,3,2,4,1,3,3,10,10,2,2,2,1,4,2,4,1,3,4,1,7,2,8,2,4,5,1,3,1,3,5,5,1,4,3,2,2,5,2,5,2,1,5,3,2,4,2,4,3,4,2,3,5,2,4,5,2,3,1,3,2,2,4,4,2,3,4,4,2,1,4,1,2,1,3,2,2,4,2,4,5,2,1,5,5,3,2,2,1,2,1,5,5,3,3,2,2,1,4,Solutions Architect,84
1,9,1,2,3,5,5,5,2,7,10,4,2,1,4,7,5,5,5,3,5,3,1,4,5,3,1,5,5,4,2,1,3,3,2,5,5,2,4,4,1,4,1,1,2,5,4,5,5,1,2,5,4,5,4,5,3,5,5,5,1,7,1,2,2,4,2,4,1,4,4,3,3,1,3,1,2,2,4,5,4,3,3,5,1,1,3,5,3,1,3,1,4,1,2,3,2,1,4,4,2,3,4,4,5,5,3,2,3,3,5,5,2,2,4,4,Web Content Manager,98
9,2,4,2,3,2,3,3,1,2,5,3,2,10,4,5,3,2,1,5,4,5,2,1,5,9,10,1,3,4,1,10,2,1,4,2,5,5,7,2,4,1,1,3,5,3,3,2,3,1,3,3,1,3,3,1,4,2,4,5,4,2,2,3,5,2,3,1,5,3,5,2,5,4,4,1,1,3,5,1,5,5,3,9,5,1,5,5,3,5,4,4,5,1,2,2,5,5,2,2,1,4,5,4,4,2,3,1,2,4,3,3,3,4,2,5,Firmware Engineer,42
8,4,5,4,9,2,1,4,5,5,1,4,2,1,9,4,10,5,2,4,5,4,2,1,5,3,4,3,1,1,3,4,3,3,4,2,4,4,4,3,4,3,4,2,1,1,3,5,2,2,4,5,1,3,4,4,9,4,1,5,1,4,3,3,4,5,2,4,2,1,2,3,1,1,2,4,3,5,4,1,5,2,3,1,1,1,3,5,5,5,5,1,9,10,3,5,2,5,5,3,3,1,2,2,3,5,4,2,3,5,5,5,1,3,4,1,Database Developer,31
4,3,5,4,1,4,1,8,9,1,4,2,2,3,1,2,2,3,5,1,2,3,9,8,3,3,5,1,1,5,1,2,4,5,4,3,1,5,5,5,1,5,1,2,3,4,5,5,5,5,5,4,5,10,4,1,3,1,5,5,4,2,4,3,4,5,5,4,1,8,5,5,2,3,5,5,1,2,9,7,5,3,4,2,4,4,4,1,4,3,5,1,2,2,4,5,1,1,3,5,2,4,2,1,2,3,2,4,5,1,2,4,2,3,3,3,Network Engineer,68
5,4,2,1,5,5,9,5,3,4,5,4,1,5,3,4,5,1,4,5,2,2,2,4,5,10,1,1,3,2,4,3,3,4,3,4,3,3,1,1,4,4,2,1,1,4,5,1,1,1,2,1,3,8,3,5,5,4,3,3,1,2,4,1,2,4,2,10,7,5,3,4,4,1,5,2,2,5,5,2,1,1,1,3,2,5,5,3,3,1,2,4,4,1,4,4,1,4,4,2,5,2,3,3,4,3,5,3,4,9,1,2,1,2,2,1,Security Architect,76
2,1,1,2,4,7,4,9,8,5,1,1,2,3,5,2,2,2,4,4,1,3,1,4,7,10,4,1,5,2,5,4,2,10,10,4,5,1,5,10,4,3,1,4,5,5,5,2,4,1,3,2,4,4,3,2,5,1,2,2,4,4,3,2,5,2,2,3,1,2,3,5,4,3,2,2,4,4,4,1,5,1,4,5,2,4,1,4,1,4,1,2,2,4,2,4,2,1,5,1,5,4,1,4,1,1,4,5,2,4,3,4,2,3,4,3,IT Consultant,51
9,5,3,5,4,10,3,2,5,3,5,4,1,3,1,1,2,4,10,1,4,1,3,5,4,1,1,5,4,5,1,7,3,1,2,5,5,2,1,9,3,5,5,1,3,1,4,5,5,5,5,4,3,1,5,5,1,5,3,2,4,5,1,3,3,1,1,4,5,5,3,4,8,3,2,5,5,4,5,4,1,5,2,5,2,2,5,5,1,5,5,2,3,3,5,1,2,3,3,4,1,4,5,4,1,2,2,5,4,5,4,3,1,5,2,1,Software Quality Assurance Engineer,82
9,10,3,4,1,5,1,1,5,5,2,1,5,5,1,4,4,5,1,2,3,4,5,2,3,2,1,7,5,2,2,9,5,5,5,3,4,2,1,2,5,1,2,2,2,3,5,5,2,5,4,2,2,5,4,4,4,5,5,4,10,4,4,3,4,4,3,4,4,3,1,1,5,3,2,5,4,2,2,3,1,3,5,4,2,3,4,2,4,2,1,5,5,3,3,2,4,1,1,3,3,5,4,1,5,1,5,3,1,5,3,4,2,4,3,2,Simulation Engineer,77
4,5,2,4,5,4,1,3,8,5,2,1,4,5,3,2,4,1,2,3,1,3,9,8,4,1,3,1,4,1,4,4,2,9,1,1,1,5,4,7,2,1,2,1,7,4,2,2,1,2,4,3,5,3,4,2,5,1,10,4,4,3,5,2,4,5,5,3,1,3,5,2,3,2,2,3,2,3,2,1,2,2,4,4,1,5,4,3,3,3,5,4,4,5,2,3,2,2,4,5,1,3,5,2,4,5,3,2,3,3,4,4,5,4,4,5,IT Support Specialist,55
9,1,5,1,10,2,5,3,5,4,4,3,2,2,7,2,9,2,4,2,5,1,3,3,3,1,4,5,4,3,5,5,3,2,5,4,2,1,1,5,2,1,4,4,1,5,2,5,5,4,4,2,3,1,4,2,7,1,4,1,4,3,5,2,2,5,4,2,3,3,2,3,1,2,3,4,1,5,4,3,5,1,4,3,1,5,1,2,5,4,4,4,9,8,1,2,1,1,4,4,3,1,3,2,4,3,5,5,5,5,1,2,2,5,4,5,Database Developer,31
8,5,1,5,10,9,3,3,4,2,5,3,3,4,3,2,8,5,2,2,2,3,2,1,4,2,5,3,1,8,4,10,4,2,4,2,4,2,4,5,1,2,1,5,5,3,5,2,5,2,4,4,4,3,3,2,5,2,1,4,4,2,4,8,5,5,3,5,5,5,3,5,2,5,1,1,3,5,3,2,5,1,4,4,3,3,1,3,4,2,4,3,4,4,3,4,1,4,5,4,1,1,1,3,5,3,3,4,5,5,5,5,3,1,1,3,Applications Developer,4
9,1,9,10,2,5,2,3,5,4,1,2,4,10,4,1,4,5,3,2,3,1,1,5,5,5,1,2,9,5,1,3,5,5,2,5,4,4,5,4,1,5,4,5,1,2,2,1,3,1,3,2,1,2,5,3,4,4,5,5,2,4,9,1,2,3,2,1,4,3,3,1,3,2,4,3,5,4,5,5,3,5,4,2,2,4,3,2,2,4,5,4,3,4,2,4,5,1,4,1,5,5,2,2,1,2,2,3,4,3,2,4,3,4,3,5,Algorithm Engineer,3
2,4,4,4,2,4,3,10,10,2,1,2,5,2,4,5,3,4,5,1,3,5,7,4,4,5,4,2,5,1,2,2,5,4,1,5,3,5,3,3,2,4,5,5,3,1,5,3,5,5,2,5,3,7,4,1,4,2,4,4,4,4,1,1,1,3,5,5,3,1,1,2,5,4,3,5,1,3,10,9,1,4,2,5,2,5,1,2,5,3,4,2,2,2,3,3,1,3,2,1,5,3,2,1,1,2,5,2,4,3,5,4,2,4,3,3,Wireless Network Engineer,101
3,5,5,5,5,3,10,2,3,10,2,3,1,2,5,2,7,1,2,1,2,2,2,4,3,2,3,2,4,4,2,3,3,2,4,1,3,3,5,3,2,3,2,4,3,2,5,2,2,1,5,5,5,8,4,3,4,4,4,1,2,4,4,1,4,2,1,8,9,3,2,2,5,2,3,4,2,5,5,2,5,3,4,3,1,4,4,1,1,1,5,5,3,3,3,3,2,1,4,1,3,5,5,1,3,3,3,1,4,4,1,1,5,3,5,3,Web Security Administrator,100
5,4,4,5,2,3,8,5,1,4,1,3,2,2,5,5,5,2,4,1,2,2,5,4,3,2,4,3,5,1,2,4,3,2,1,5,2,3,5,1,9,4,4,1,1,5,4,1,2,5,4,3,4,10,4,3,5,3,4,1,1,5,5,1,4,1,3,10,8,1,2,4,1,2,3,4,5,3,5,4,1,5,3,3,1,5,1,2,4,4,3,2,4,2,4,2,2,5,3,4,2,5,3,1,3,4,4,3,2,8,2,5,5,4,3,2,Cybersecurity Analyst,22
3,5,4,3,1,2,9,3,5,4,2,3,5,5,3,3,1,2,4,1,2,3,1,4,1,2,4,3,3,4,3,2,2,2,3,1,3,5,1,3,4,2,3,5,3,1,2,3,3,3,3,1,2,7,1,5,5,1,2,1,5,4,5,1,1,1,3,9,10,5,4,1,3,2,3,4,2,2,5,4,5,3,5,2,3,5,4,3,1,1,5,1,1,3,5,1,2,3,4,2,5,5,4,5,5,5,1,5,4,7,4,5,5,5,3,3,Cybercrime Analyst,21
4,3,3,5,1,3,5,2,5,2,2,3,4,8,1,3,4,2,4,5,2,5,3,4,1,8,9,5,5,4,1,4,3,3,2,2,1,3,8,4,5,2,1,2,5,4,2,3,4,5,5,1,5,3,5,7,2,3,3,2,5,2,1,3,5,4,1,5,5,2,5,4,5,2,5,3,2,1,3,4,2,3,3,7,4,1,1,2,5,3,4,3,5,4,3,2,5,3,3,2,5,2,2,1,2,4,2,5,3,4,1,3,2,3,5,2,Embedded Systems Engineer,39
7,3,5,4,1,3,2,7,7,4,5,5,5,4,5,4,5,3,1,3,1,3,5,5,4,7,1,3,1,1,2,1,4,5,4,2,2,2,5,2,1,3,1,3,5,2,1,4,5,5,1,3,1,10,5,4,2,3,4,3,2,5,1,2,4,3,2,3,1,2,1,4,3,4,2,2,3,5,4,9,2,4,1,3,2,5,1,4,3,1,1,5,2,2,1,3,4,5,2,5,5,2,3,5,2,3,5,4,3,5,5,3,9,4,5,3,Telecommunications Engineer,93
8,2,1,2,8,1,5,10,3,10,3,5,2,2,2,4,10,3,4,3,1,2,3,3,4,2,4,2,5,1,4,7,3,5,1,2,5,5,2,2,5,2,3,1,2,3,2,5,1,4,1,1,4,3,3,3,1,3,4,3,3,5,3,4,5,5,5,4,1,4,5,1,2,2,4,2,3,3,2,1,1,3,3,1,2,4,3,2,2,4,1,5,4,3,4,3,3,3,2,1,5,1,2,2,2,2,1,4,4,3,5,5,4,4,3,4,API Developer,1
4,4,4,4,7,3,4,4,1,1,4,3,1,3,8,3,1,3,3,1,4,2,2,3,4,5,5,5,3,5,5,4,3,3,5,5,5,2,3,1,2,4,2,1,5,1,3,5,4,5,3,3,3,4,3,4,10,4,3,5,5,5,2,3,5,5,1,4,5,3,2,5,1,3,1,5,1,3,2,1,4,1,3,1,2,5,1,5,9,5,4,3,9,10,3,2,3,3,3,5,4,1,5,2,3,5,4,1,2,2,1,5,2,4,5,2,Database Administrator,30
4,4,4,4,3,3,4,5,1,10,7,2,1,4,4,8,10,10,2,2,3,4,5,4,1,1,4,3,1,3,3,9,1,5,2,5,2,2,4,2,1,2,3,1,4,2,2,2,3,3,3,5,1,1,1,4,1,3,2,4,1,2,3,5,2,2,1,4,1,1,5,5,1,1,4,2,4,3,5,3,3,4,3,1,3,1,1,3,5,2,2,2,4,3,3,5,3,3,1,5,1,1,3,2,1,4,1,2,1,5,2,2,4,3,4,5,Front-End Developer,43
9,2,3,1,9,3,2,10,5,8,1,3,2,5,5,4,7,3,4,4,2,4,5,2,4,1,4,1,1,5,1,10,4,4,2,4,1,1,4,5,2,4,1,5,4,3,5,5,1,5,2,4,2,1,2,3,4,2,1,1,3,4,1,5,3,1,4,5,1,5,1,5,4,3,4,5,3,5,1,5,5,1,4,3,1,2,3,1,4,3,1,1,2,3,1,5,2,5,4,4,1,5,3,5,2,5,5,3,5,2,2,4,5,3,4,1,API Developer,1
1,1,1,3,4,1,3,9,7,2,1,4,2,3,5,3,5,4,1,7,5,4,4,5,7,5,4,5,2,2,3,2,5,3,5,3,8,2,5,9,5,4,5,3,2,2,2,5,5,3,5,5,2,2,2,2,1,2,2,5,1,1,4,3,9,2,1,3,3,4,8,1,1,5,2,5,3,3,2,2,5,1,2,4,1,4,1,3,5,5,4,2,4,5,1,1,1,2,2,1,4,4,5,4,2,2,4,1,2,5,3,4,4,1,4,2,Cloud Solutions Consultant,17
7,7,8,8,1,3,3,3,2,5,1,8,2,4,1,3,3,5,4,4,5,1,4,5,4,5,4,2,1,3,4,3,2,4,4,4,1,5,4,5,1,5,3,1,5,2,3,3,4,10,1,5,3,5,5,5,3,3,2,5,3,3,2,4,1,1,1,2,4,2,1,2,3,2,4,3,4,5,2,5,3,3,3,4,1,4,3,4,4,3,4,4,4,2,2,4,4,2,4,2,2,1,3,2,5,3,3,3,5,5,5,3,4,2,3,3,Computational Linguist,18
8,9,3,5,4,5,3,4,1,4,5,2,2,1,1,5,1,5,3,3,3,3,9,4,3,7,1,10,1,1,2,5,2,4,5,4,2,3,4,5,2,4,3,2,4,3,4,1,5,2,1,1,2,3,3,3,3,4,4,3,5,3,3,3,2,4,4,2,2,3,4,4,1,4,3,4,3,3,5,1,1,9,4,5,2,5,5,2,2,2,5,5,3,2,3,3,2,3,4,4,2,5,2,1,4,1,1,1,1,5,2,3,2,5,4,5,High-Performance Computing (HPC) Engineer,48
8,8,1,3,3,3,5,2,5,1,5,2,4,1,3,5,2,5,2,3,5,3,5,1,4,5,3,9,2,1,1,8,2,1,2,4,4,5,4,4,1,1,3,4,2,1,4,4,5,5,1,3,1,1,5,1,5,4,4,1,7,4,1,5,1,3,3,1,5,1,5,3,1,3,5,4,5,2,4,1,4,2,5,1,3,1,2,2,5,3,2,2,1,1,2,3,1,2,1,4,2,3,3,1,2,5,4,4,3,4,2,5,1,5,1,1,Simulation Engineer,77
3,2,5,4,3,8,4,5,2,3,5,4,5,3,5,1,10,4,2,4,5,1,1,3,3,2,5,1,3,4,5,2,2,5,5,1,5,4,4,7,5,3,3,3,5,2,3,5,5,5,4,2,2,1,3,2,1,10,4,2,3,5,2,4,5,2,4,1,5,1,4,4,4,2,3,2,3,1,4,3,5,2,3,2,3,4,2,5,4,3,3,2,4,1,4,1,4,5,1,3,3,5,4,3,4,3,4,2,4,3,1,1,4,10,4,3,Technical Writer,91
10,8,7,10,5,1,4,3,3,1,4,2,5,2,5,3,3,1,3,4,2,3,2,2,4,2,1,7,4,2,2,4,1,3,5,5,5,2,3,4,2,1,4,3,5,5,1,3,3,1,1,5,5,4,4,2,4,2,1,5,9,5,3,1,3,5,5,1,4,2,3,5,2,4,2,2,3,2,4,4,5,1,1,5,5,3,5,1,2,5,3,4,1,3,3,5,1,5,1,4,3,3,4,1,2,2,5,2,3,2,4,1,5,9,5,2,Research Scientist,73
1,1,3,2,2,5,9,5,1,5,4,1,1,5,4,3,1,5,4,4,4,3,3,5,4,2,1,1,3,3,2,4,4,4,1,1,2,5,1,8,1,1,2,5,1,3,3,4,2,2,5,2,5,5,2,3,2,10,3,3,5,1,5,4,5,1,2,2,5,1,2,3,5,4,3,2,4,3,2,1,2,4,5,4,5,2,9,1,7,5,5,3,1,1,1,2,2,2,3,4,5,3,4,3,5,2,2,2,3,5,4,5,3,1,3,4,Data Privacy Officer,26
9,5,3,1,4,3,5,3,3,1,4,3,1,10,4,3,3,1,2,1,3,5,1,5,2,7,8,3,3,4,3,9,5,2,3,5,3,3,9,3,5,2,5,4,5,1,5,3,3,5,1,2,5,2,3,2,1,5,4,2,4,5,4,2,2,2,5,4,5,5,1,1,4,3,4,2,3,5,2,3,5,2,1,8,3,4,5,2,5,4,2,3,4,5,1,2,3,2,4,1,4,2,2,2,3,2,5,3,3,3,2,3,4,1,1,1,Firmware Engineer,42
9,5,3,2,7,4,5,2,5,7,9,2,5,5,4,7,10,8,1,8,4,2,4,5,2,2,4,4,4,4,1,3,2,4,2,1,2,5,2,4,3,5,5,3,4,3,3,4,4,3,3,4,4,5,3,5,2,4,1,2,5,5,5,1,1,2,4,2,5,2,2,5,5,4,1,4,2,5,5,5,4,2,1,5,2,2,3,4,4,4,1,5,3,1,5,5,1,3,2,2,4,2,1,5,4,2,4,2,3,5,3,1,3,5,5,2,Full Stack Developer,44
4,3,1,5,5,9,2,4,1,5,2,2,5,5,2,5,1,1,10,2,2,2,5,5,9,7,3,4,2,1,2,3,4,4,7,3,2,2,5,10,1,1,2,2,4,2,2,3,1,4,2,3,3,2,3,5,3,2,5,3,2,3,3,4,1,1,1,2,3,3,2,1,2,4,5,1,1,5,4,2,1,2,1,1,2,5,5,3,5,2,5,1,4,1,1,3,5,3,1,5,2,3,3,1,3,2,1,3,1,2,1,1,3,1,4,1,IT Project Manager,53
9,2,10,4,3,5,2,3,5,3,2,4,5,4,5,5,4,4,5,3,3,2,4,5,4,4,3,4,3,1,3,7,3,5,5,9,2,5,5,5,3,2,4,10,4,3,5,5,2,5,5,3,1,1,9,3,4,5,1,4,4,2,3,1,3,4,2,4,5,4,2,3,2,2,4,3,4,4,4,5,3,1,2,3,5,4,2,4,1,3,5,2,3,2,4,1,1,5,4,5,4,4,2,3,1,5,5,3,1,1,5,4,4,1,1,1,Augmented Reality Engineer,6
7,7,10,2,3,2,1,1,1,5,2,9,4,3,1,4,5,5,4,4,5,1,5,1,4,3,5,8,4,5,5,1,5,4,4,4,4,4,5,3,3,5,1,2,5,2,10,4,1,3,3,5,2,2,2,1,1,5,4,1,4,3,2,1,3,3,1,4,2,2,4,2,2,4,4,3,1,2,3,4,1,5,1,5,4,3,4,2,3,2,5,3,1,2,4,2,1,2,3,5,4,1,3,1,2,5,2,1,1,5,3,5,1,1,4,5,Quantitative Analyst,71
2,10,1,4,9,4,3,4,2,4,4,2,1,4,4,5,8,3,1,1,5,2,2,1,10,10,5,3,5,2,1,2,3,5,10,5,2,2,1,8,4,3,4,2,3,3,2,3,4,2,2,3,3,5,1,5,5,7,1,1,1,3,4,5,4,1,4,5,5,2,3,4,2,3,2,5,5,5,5,5,1,1,1,1,5,4,1,5,5,5,5,4,4,4,3,4,3,5,4,5,5,4,1,1,1,5,5,5,3,3,2,1,2,2,4,5,Systems Analyst,87
